"x"	"family"	"TRY30_PhylogeneticGroup.y"	"P50"
"12"	"Abies alba"	"Pinaceae"	"Gymnosperm"	-3.69
"14"	"Abies balsamea"	"Pinaceae"	"Gymnosperm"	-2.725
"19"	"Abies concolor"	"Pinaceae"	"Gymnosperm"	-4.51
"24"	"Abies forrestii"	"Pinaceae"	"Gymnosperm"	-3.42
"26"	"Abies grandis"	"Pinaceae"	"Gymnosperm"	-3.65
"32"	"Abies lasiocarpa"	"Pinaceae"	"Gymnosperm"	-3.3
"37"	"Abies nordmanniana"	"Pinaceae"	"Gymnosperm"	-4.005
"40"	"Abies pinsapo"	"Pinaceae"	"Gymnosperm"	-4.15
"44"	"Abies sachalinensis"	"Pinaceae"	"Gymnosperm"	-3.23
"45"	"Abies sibirica"	"Pinaceae"	"Gymnosperm"	-3.67
"60"	"Acacia aneura"	"Leguminosae"	"Angiosperm"	-8.24
"77"	"Acacia constricta"	"Leguminosae"	"Angiosperm"	-0.7
"83"	"Acacia cyclops"	"Leguminosae"	"Angiosperm"	-0.91
"123"	"Acacia mangium"	"Leguminosae"	"Angiosperm"	-0.8
"196"	"Acer campestre"	"Sapindaceae"	"Angiosperm"	-4.03
"202"	"Acer davidii"	"Sapindaceae"	"Angiosperm"	-4.01
"203"	"Acer glabrum"	"Sapindaceae"	"Angiosperm"	-2.415
"214"	"Acer monspessulanum"	"Sapindaceae"	"Angiosperm"	-3.49
"215"	"Acer negundo"	"Sapindaceae"	"Angiosperm"	-1.56
"218"	"Acer opalus"	"Sapindaceae"	"Angiosperm"	-3.905
"221"	"Acer pictum"	"Sapindaceae"	"Angiosperm"	-3.02
"222"	"Acer platanoides"	"Sapindaceae"	"Angiosperm"	-2.04
"223"	"Acer pseudoplatanus"	"Sapindaceae"	"Angiosperm"	-2.16
"225"	"Acer rubrum"	"Sapindaceae"	"Angiosperm"	-3.08
"226"	"Acer saccharinum"	"Sapindaceae"	"Angiosperm"	-1
"227"	"Acer saccharum"	"Sapindaceae"	"Angiosperm"	-3.075
"240"	"Acinodendron pohlianum"	"Melastomataceae"	"Angiosperm"	-3.1
"244"	"Acmopyle pancheri"	"Podocarpaceae"	"Gymnosperm"	-3.5
"249"	"Acosmium cardenasii"	"Leguminosae"	"Angiosperm"	-6.17
"262"	"Acronychia pedunculata"	"Rutaceae"	"Angiosperm"	-1.86
"280"	"Actinostrobus acuminatus"	"Cupressaceae"	"Gymnosperm"	-12.81
"281"	"Actinostrobus arenarius"	"Cupressaceae"	"Gymnosperm"	-10.74
"283"	"Actinostrobus pyramidalis"	"Cupressaceae"	"Gymnosperm"	-10.73
"285"	"Adansonia fony"	"Malvaceae"	"Angiosperm"	-1.1
"286"	"Adansonia za"	"Malvaceae"	"Angiosperm"	-1.7
"294"	"Adenostoma fasciculatum"	"Rosaceae"	"Angiosperm"	-7.98
"295"	"Adenostoma sparsifolium"	"Rosaceae"	"Angiosperm"	-4.62
"297"	"Adesmia boronioides"	"Leguminosae"	"Angiosperm"	-4.46
"320"	"Adiscanthus fusciflorus"	"Rutaceae"	"Angiosperm"	-1.08
"321"	"Aegiceras corniculatum"	"Primulaceae"	"Angiosperm"	-3.77
"348"	"Afrocarpus gracilior"	"Podocarpaceae"	"Gymnosperm"	-6.36
"358"	"Agathis atropurpurea"	"Araucariaceae"	"Gymnosperm"	-2.89
"359"	"Agathis australis"	"Araucariaceae"	"Gymnosperm"	-2.23
"360"	"Agathis borneensis"	"Araucariaceae"	"Gymnosperm"	-1.865
"364"	"Agathis microstachya"	"Araucariaceae"	"Gymnosperm"	-2.55
"365"	"Agathis ovata"	"Araucariaceae"	"Angiosperm"	-1.81
"366"	"Agathis robusta"	"Araucariaceae"	"Gymnosperm"	-2.9
"379"	"Aglaia glabrata"	"Meliaceae"	"Angiosperm"	-0.71
"403"	"Agonis flexuosa"	"Myrtaceae"	"Angiosperm"	-2.36
"406"	"Aidia canthioides"	"Rubiaceae"	"Angiosperm"	-1.71
"412"	"Ailanthus altissima"	"Simaroubaceae"	"Angiosperm"	-2.43
"421"	"Alangium chinense"	"Cornaceae"	"Angiosperm"	-0.865
"465"	"Alchornea davidii"	"Euphorbiaceae"	"Angiosperm"	-0.545
"471"	"Alchornea trewioides"	"Euphorbiaceae"	"Angiosperm"	-1.05
"481"	"Aleurites moluccanus"	"Euphorbiaceae"	"Angiosperm"	-2.185
"529"	"Alniphyllum fortunei"	"Styracaceae"	"Angiosperm"	-3.72
"531"	"Alnus alnobetula"	"Betulaceae"	"Angiosperm"	-1.32
"532"	"Alnus cordata"	"Betulaceae"	"Angiosperm"	-1.4
"535"	"Alnus glutinosa"	"Betulaceae"	"Angiosperm"	-1.85
"537"	"Alnus incana"	"Betulaceae"	"Angiosperm"	-1.52
"547"	"Alnus rhombifolia"	"Betulaceae"	"Angiosperm"	-1.315
"548"	"Alnus rubra"	"Betulaceae"	"Angiosperm"	-2.5
"552"	"Alphitonia excelsa"	"Rhamnaceae"	"Angiosperm"	-5.56
"562"	"Alphonsea mollis"	"Annonaceae"	"Angiosperm"	-1.755
"563"	"Alphonsea monogyna"	"Annonaceae"	"Angiosperm"	-1.76
"565"	"Alseis blackiana"	"Rubiaceae"	"Angiosperm"	-3.53
"608"	"Amborella trichopoda"	"Amborellaceae"	"Angiosperm"	-2.84
"610"	"Ambrosia dumosa"	"Compositae"	"Angiosperm"	-2.55
"612"	"Ambrosia salsola"	"Compositae"	"Angiosperm"	-2.615
"614"	"Amelanchier alnifolia"	"Rosaceae"	"Angiosperm"	-4.37
"620"	"Amelanchier ovalis"	"Rosaceae"	"Angiosperm"	-6.83
"624"	"Amelanchier utahensis"	"Rosaceae"	"Angiosperm"	-6.55
"640"	"Amphirrhox longifolia"	"Violaceae"	"Angiosperm"	-2.28
"646"	"Amyxa pluricornis"	"Thymelaeaceae"	"Angiosperm"	-0.63
"647"	"Anacardium excelsum"	"Anacardiaceae"	"Angiosperm"	-1.45
"654"	"Anadenanthera colubrina"	"Leguminosae"	"Angiosperm"	-5.525
"675"	"Angophora costata"	"Myrtaceae"	"Angiosperm"	-3.59
"728"	"Annona glabra"	"Annonaceae"	"Angiosperm"	-3.3
"729"	"Annona hayesii"	"Annonaceae"	"Angiosperm"	-4.8
"736"	"Annona spraguei"	"Annonaceae"	"Angiosperm"	-2.44
"761"	"Antidesma bunius"	"Phyllanthaceae"	"Angiosperm"	-1.69
"807"	"Aporosa octandra"	"Phyllanthaceae"	"Angiosperm"	-1.43
"811"	"Aporosa yunnanensis"	"Phyllanthaceae"	"Angiosperm"	-1.34
"825"	"Araucaria angustifolia"	"Araucariaceae"	"Gymnosperm"	-2.62
"826"	"Araucaria araucana"	"Araucariaceae"	"Gymnosperm"	-3.06
"827"	"Araucaria bidwillii"	"Araucariaceae"	"Gymnosperm"	-3.01
"828"	"Araucaria columnaris"	"Araucariaceae"	"Gymnosperm"	-3.265
"829"	"Araucaria cunninghamii"	"Araucariaceae"	"Gymnosperm"	-2.64
"830"	"Araucaria heterophylla"	"Araucariaceae"	"Gymnosperm"	-2.96
"831"	"Araucaria hunsteinii"	"Araucariaceae"	"Gymnosperm"	-3.25
"832"	"Araucaria laubenfelsii"	"Araucariaceae"	"Gymnosperm"	-2.4
"838"	"Arbutus unedo"	"Ericaceae"	"Angiosperm"	-1.975
"843"	"Archidendron clypearia"	"Leguminosae"	"Angiosperm"	-1.99
"849"	"Archidendron lucidum"	"Leguminosae"	"Angiosperm"	-1.65
"859"	"Arctostaphylos gabilanensis"	"Ericaceae"	"angiosperm"	-7.25
"860"	"Arctostaphylos glandulosa"	"Ericaceae"	"Angiosperm"	-4.49
"861"	"Arctostaphylos glauca"	"Ericaceae"	"Angiosperm"	-5.28
"862"	"Arctostaphylos hookeri"	"Ericaceae"	"Angiosperm"	-5.99
"866"	"Arctostaphylos pajaroensis"	"Ericaceae"	"angiosperm"	-5.06
"867"	"Arctostaphylos patula"	"Ericaceae"	"Angiosperm"	-4.5
"868"	"Arctostaphylos pumila"	"Ericaceae"	"Angiosperm"	-4.42
"870"	"Arctostaphylos tomentosa"	"Ericaceae"	"Angiosperm"	-5.625
"890"	"Ardisia quinquegona"	"Primulaceae"	"Angiosperm"	-2.88
"902"	"Aristotelia serrata"	"Elaeocarpaceae"	"Angiosperm"	-2.38
"913"	"Artemisia californica"	"Compositae"	"Angiosperm"	-2.315
"927"	"Artemisia tridentata"	"Compositae"	"Angiosperm"	-3.93
"945"	"Artocarpus styracifolius"	"Moraceae"	"Angiosperm"	-1.51
"950"	"Ascarina lucida"	"Chloranthaceae"	"Angiosperm"	-1.86
"951"	"Ascarina rubricaulis"	"Chloranthaceae"	"Angiosperm"	-2.54
"952"	"Ascarina solmsiana"	"Chloranthaceae"	"Angiosperm"	-2.63
"958"	"Aspidosperma araracanga"	"Apocynaceae"	"Angiosperm"	-1.9
"962"	"Aspidosperma cylindrocarpon"	"Apocynaceae"	"Angiosperm"	-2.885
"965"	"Aspidosperma desmanthum"	"Apocynaceae"	"Angiosperm"	-1.9
"971"	"Aspidosperma nitidum"	"Apocynaceae"	"Angiosperm"	-1.9
"984"	"Aspidosperma tomentosum"	"Apocynaceae"	"Angiosperm"	-4.62
"999"	"Astronium graveolens"	"Anacardiaceae"	"Angiosperm"	-4.2
"1002"	"Astronium urundeuva"	"Anacardiaceae"	"Angiosperm"	-1.655
"1010"	"Atherosperma moschatum"	"Atherospermataceae"	"Angiosperm"	-3.31
"1012"	"Athrotaxis cupressoides"	"Cupressaceae"	"Gymnosperm"	-3.16
"1013"	"Athrotaxis laxifolia"	"Cupressaceae"	"Gymnosperm"	-2.98
"1014"	"Athrotaxis selaginoides"	"Cupressaceae"	"Gymnosperm"	-5.1
"1024"	"Atriplex canescens"	"Amaranthaceae"	"Angiosperm"	-1.41
"1025"	"Atriplex confertifolia"	"Amaranthaceae"	"Angiosperm"	-1.6
"1038"	"Atriplex polycarpa"	"Amaranthaceae"	"Angiosperm"	-1.81
"1052"	"Austrobaileya scandens"	"Austrobaileyaceae"	"angiosperm"	-0.5
"1053"	"Austrocedrus chilensis"	"Cupressaceae"	"Gymnosperm"	-4.95303242439511
"1060"	"Avicennia marina"	"Acanthaceae"	"Angiosperm"	-5.21
"1075"	"Baccaurea ramiflora"	"Phyllanthaceae"	"Angiosperm"	-1.915
"1085"	"Baccharis salicina"	"Compositae"	"Angiosperm"	-2.59
"1086"	"Baccharis sarothroides"	"Compositae"	"Angiosperm"	-4.1
"1117"	"Balfourodendron riedelianum"	"Rutaceae"	"Angiosperm"	-1.2
"1126"	"Banksia attenuata"	"Proteaceae"	"Angiosperm"	-2.48
"1133"	"Banksia ilicifolia"	"Proteaceae"	"Angiosperm"	-1.91
"1136"	"Banksia littoralis"	"Proteaceae"	"angiosperm"	-1.78
"1138"	"Banksia menziesii"	"Proteaceae"	"Angiosperm"	-2.17
"1144"	"Banksia sphaerocarpa"	"Proteaceae"	"Angiosperm"	-3.7
"1156"	"Barringtonia racemosa"	"Lecythidaceae"	"Angiosperm"	-1.355
"1160"	"Bassia scoparia"	"Amaranthaceae"	"Angiosperm"	-3.56
"1185"	"Bauhinia touranensis"	"Leguminosae"	"Angiosperm"	-2.15
"1186"	"Bauhinia variegata"	"Leguminosae"	"Angiosperm"	-1.165
"1247"	"Berberis microphylla"	"Berberidaceae"	"Angiosperm"	-4.5
"1260"	"Bernardia myricifolia"	"Euphorbiaceae"	"angiosperm"	-6.13
"1281"	"Betula luminifera"	"Betulaceae"	"Angiosperm"	-3.3
"1286"	"Betula nigra"	"Betulaceae"	"Angiosperm"	-1.99
"1287"	"Betula occidentalis"	"Betulaceae"	"Angiosperm"	-1.49
"1288"	"Betula papyrifera"	"Betulaceae"	"Angiosperm"	-2.15
"1289"	"Betula pendula"	"Betulaceae"	"Angiosperm"	-2.05
"1290"	"Betula platyphylla"	"Betulaceae"	"Angiosperm"	-1.63
"1295"	"Beureria cumanensis"	"Boraginaceae"	"Angiosperm"	-3.695
"1296"	"Beyeria opaca"	"Euphorbiaceae"	"Angiosperm"	-6.82
"1300"	"Bischofia javanica"	"Phyllanthaceae"	"Angiosperm"	-1.27
"1307"	"Blastus cochinchinensis"	"Melastomataceae"	"Angiosperm"	-4.31
"1311"	"Blepharocalyx salicifolius"	"Myrtaceae"	"Angiosperm"	-1.93
"1322"	"Bocoa prouacensis"	"Leguminosae"	"Angiosperm"	-4.18
"1360"	"Bougainvillea modesta"	"Nyctaginaceae"	"Angiosperm"	-3.625
"1364"	"Bourreria cumanensis"	"Boraginaceae"	"Angiosperm"	-3.82
"1367"	"Brabejum stellatifolium"	"Proteaceae"	"Angiosperm"	-2.455
"1369"	"Brachychiton australis"	"Malvaceae"	"Angiosperm"	-3.17
"1371"	"Brachychiton discolor"	"Malvaceae"	"Angiosperm"	-0.27
"1375"	"Brachychiton populneus"	"Malvaceae"	"Angiosperm"	-0.74
"1380"	"Brachylaena neriifolia"	"Compositae"	"Angiosperm"	-1.8
"1383"	"Brachyleana neriifolia"	"Asteraceae"	"Angiosperm"	-1.8
"1386"	"Brachystegia boehmii"	"Leguminosae"	"Angiosperm"	-3.22
"1389"	"Brachystegia floribunda"	"Leguminosae"	"Angiosperm"	-1.7
"1392"	"Brachystegia longifolia"	"Leguminosae"	"Angiosperm"	-2.51
"1395"	"Brachystegia spiciformis"	"Leguminosae"	"Angiosperm"	-2.79
"1415"	"Bridelia insulana"	"Phyllanthaceae"	"Angiosperm"	-3.34
"1419"	"Bridelia retusa"	"Phyllanthaceae"	"Angiosperm"	-3.34
"1420"	"Bridelia stipularis"	"Phyllanthaceae"	"angiosperm"	-2.5
"1432"	"Brosimum utile"	"Moraceae"	"Angiosperm"	-2.25
"1437"	"Broussonetia papyrifera"	"Moraceae"	"Angiosperm"	-0.5
"1442"	"Brucea javanica"	"Simaroubaceae"	"Angiosperm"	-1.095
"1445"	"Bruguiera gymnorhiza"	"Rhizophoraceae"	"Angiosperm"	-8.32
"1505"	"Bursera simaruba"	"Burseraceae"	"Angiosperm"	-0.95
"1513"	"Buxus sempervirens"	"Buxaceae"	"Angiosperm"	-8
"1519"	"Byrsonima crassa"	"Malpighiaceae"	"Angiosperm"	-1.1
"1539"	"Cabralea canjerana"	"Meliaceae"	"Angiosperm"	-1.47
"1571"	"Callerya cinerea"	"Leguminosae"	"angiosperm"	-1.5
"1597"	"Callistemon sp"	"Myrtaceae"	"Angiosperm"	-0.78
"1601"	"Callitris baileyi"	"Cupressaceae"	"Gymnosperm"	-11.37
"1602"	"Callitris canescens"	"Cupressaceae"	"Gymnosperm"	-16.9
"1603"	"Callitris columellaris"	"Cupressaceae"	"Gymnosperm"	-15.3
"1604"	"Callitris drummondii"	"Cupressaceae"	"Gymnosperm"	-13.11
"1605"	"Callitris endlicheri"	"Cupressaceae"	"Gymnosperm"	-12.61
"1606"	"Callitris columellaris"	"Cupressaceae"	"Gymnosperm"	-14.37
"1607"	"Callitris preissii"	"Cupressaceae"	"Gymnosperm"	-12.49
"1608"	"Callitris columellaris"	"Cupressaceae"	"Gymnosperm"	-12.81
"1609"	"Callitris macleayana"	"Cupressaceae"	"Gymnosperm"	-8.07
"1610"	"Callitris monticola"	"Cupressaceae"	"Gymnosperm"	-8.84
"1611"	"Callitris muelleri"	"Cupressaceae"	"Gymnosperm"	-10.1
"1612"	"Callitris neocaledonica"	"Cupressaceae"	"Gymnosperm"	-3.83
"1613"	"Callitris oblonga"	"Cupressaceae"	"Gymnosperm"	-10.88
"1614"	"Callitris preissii"	"Cupressaceae"	"Gymnosperm"	-14
"1615"	"Callitris rhomboidea"	"Cupressaceae"	"Gymnosperm"	-10.31
"1616"	"Callitris roei"	"Cupressaceae"	"Gymnosperm"	-12.21
"1617"	"Callitris sulcata"	"Cupressaceae"	"Gymnosperm"	-8.24
"1618"	"Callitris preissii"	"Cupressaceae"	"Gymnosperm"	-18.82
"1619"	"Callitris verrucosa"	"Cupressaceae"	"Gymnosperm"	-11.92
"1620"	"Calocedrus decurrens"	"Cupressaceae"	"Gymnosperm"	-7.75
"1621"	"Calocedrus formosana"	"Cupressaceae"	"Gymnosperm"	-4.92
"1666"	"Calycanthus floridus"	"Calycanthaceae"	"Angiosperm"	-1.7
"1669"	"Calycophyllum candidissimum"	"Rubiaceae"	"Angiosperm"	-2.875
"1702"	"Camellia sasanqua"	"Theaceae"	"Angiosperm"	-1.78
"1703"	"Camellia semiserrata"	"Theaceae"	"Angiosperm"	-4.39
"1719"	"Campylotropis delavayi"	"Leguminosae"	"angiosperm"	-3
"1724"	"Canarium album"	"Burseraceae"	"Angiosperm"	-1.64
"1731"	"Canarium caudatum"	"Burseraceae"	"Angiosperm"	-1.47
"1751"	"Canarium pimela"	"Burseraceae"	"Angiosperm"	-0.91
"1764"	"Canella winterana"	"Canellaceae"	"Angiosperm"	-0.23
"1767"	"Canthium horridum"	"Rubiaceae"	"Angiosperm"	-1.24
"1775"	"Capparis aristiguetae"	"Capparaceae"	"Angiosperm"	-2.23
"1789"	"Caragana korshinskii"	"Leguminosae"	"Angiosperm"	-2.64
"1791"	"Caragana microphylla"	"Leguminosae"	"Angiosperm"	-0.68
"1805"	"Carallia brachiata"	"Rhizophoraceae"	"Angiosperm"	-3.79
"1808"	"Carapa guianensis"	"Meliaceae"	"Angiosperm"	-0.73
"1810"	"Carapa procera"	"Meliaceae"	"Angiosperm"	-0.65
"1830"	"Carpinus betulus"	"Betulaceae"	"Angiosperm"	-3.8
"1837"	"Carpinus orientalis"	"Betulaceae"	"Angiosperm"	-4.06
"1838"	"Carpinus pubescens"	"Betulaceae"	"Angiosperm"	-1.325
"1839"	"Carpinus tropicalis"	"Betulaceae"	"angiosperm"	-5.12
"1840"	"Carpinus tschonoskii"	"Betulaceae"	"Angiosperm"	-3.88
"1843"	"Carpodetus serratus"	"Rousseaceae"	"Angiosperm"	-4.47
"1850"	"Carya glabra"	"Juglandaceae"	"Angiosperm"	-2.1
"1856"	"Carya ovata"	"Juglandaceae"	"Angiosperm"	-0.56
"1861"	"Caryocar brasiliense"	"Caryocaraceae"	"Angiosperm"	-1.775
"1862"	"Caryocar glabrum"	"Caryocaraceae"	"Angiosperm"	-1.78
"1875"	"Caryota maxima"	"Arecaceae"	"Angiosperm"	-1.81
"1878"	"Cascabela thevetia"	"Apocynaceae"	"Angiosperm"	-0.71
"1894"	"Casearia gossypiosperma"	"Salicaceae"	"Angiosperm"	-4.55
"1918"	"Casearia velutina"	"Salicaceae"	"Angiosperm"	-3.12
"1947"	"Cassipourea guianensis"	"Rhizophoraceae"	"Angiosperm"	-4.74
"1953"	"Castanea henryi"	"Fagaceae"	"Angiosperm"	-4.51
"1957"	"Castanea sativa"	"Fagaceae"	"Angiosperm"	-1.56
"1964"	"Castanopsis chinensis"	"Fagaceae"	"Angiosperm"	-2.36
"1968"	"Castanopsis eyrei"	"Fagaceae"	"Angiosperm"	-2.79
"1969"	"Castanopsis fargesii"	"Fagaceae"	"Angiosperm"	-3.34
"1970"	"Castanopsis fissa"	"Fagaceae"	"Angiosperm"	-1.31
"1974"	"Castanopsis hystrix"	"Fagaceae"	"Angiosperm"	-1.06
"1988"	"Castanopsis sclerophylla"	"Fagaceae"	"Angiosperm"	-4.39
"2000"	"Casuarina cunninghamiana"	"Casuarinaceae"	"angiosperm"	-3.02
"2025"	"Ceanothus crassifolius"	"Rhamnaceae"	"Angiosperm"	-7.78
"2026"	"Ceanothus cuneatus"	"Rhamnaceae"	"Angiosperm"	-7.96
"2038"	"Ceanothus leucodermis"	"Rhamnaceae"	"Angiosperm"	-3.96
"2039"	"Ceanothus megacarpus"	"Rhamnaceae"	"Angiosperm"	-8.785
"2040"	"Ceanothus oliganthus"	"Rhamnaceae"	"Angiosperm"	-4.43
"2044"	"Ceanothus spinosus"	"Rhamnaceae"	"Angiosperm"	-4.895
"2047"	"Ceanothus velutinus"	"Rhamnaceae"	"Angiosperm"	-4.7
"2049"	"Cecropia concolor"	"Urticaceae"	"Angiosperm"	-0.77
"2062"	"Cecropia obtusifolia"	"Urticaceae"	"Angiosperm"	-0.76
"2070"	"Cedrela fissilis"	"Meliaceae"	"Angiosperm"	-0.8
"2077"	"Cedrus atlantica"	"Pinaceae"	"Gymnosperm"	-4.9
"2078"	"Cedrus deodara"	"Pinaceae"	"Gymnosperm"	-6.49
"2079"	"Cedrus libani"	"Pinaceae"	"Gymnosperm"	-7.71
"2086"	"Ceiba samauma"	"Malvaceae"	"Angiosperm"	-0.75
"2087"	"Ceiba speciosa"	"Malvaceae"	"Angiosperm"	-1.31
"2092"	"Celtis australis"	"Cannabaceae"	"Angiosperm"	-1.65
"2093"	"Celtis biondii"	"Cannabaceae"	"Angiosperm"	-1.09
"2105"	"Celtis philippensis"	"Cannabaceae"	"Angiosperm"	-1.48
"2110"	"Celtis sinensis"	"Cannabaceae"	"Angiosperm"	-0.805
"2119"	"Centrolobium microchaete"	"Leguminosae"	"Angiosperm"	-1.105
"2128"	"Cephalotaxus fortunei"	"Taxaceae"	"Gymnosperm"	-7.26
"2129"	"Cephalotaxus harringtonia"	"Taxaceae"	"Gymnosperm"	-7.21
"2130"	"Cephalotaxus harringtonii"	"Taxaceae"	"Gymnosperm"	-9.92
"2131"	"Cerasus jamasakura"	"Rosaceae"	"Angiosperm"	-3.62
"2132"	"Ceratonia siliqua"	"Leguminosae"	"Angiosperm"	-1.3
"2145"	"Cercidium microphyllum"	"Leguminosae"	"Angiosperm"	-1.02
"2146"	"Cercis canadensis"	"Leguminosae"	"Angiosperm"	-2.13
"2147"	"Cercis siliquastrum"	"Leguminosae"	"Angiosperm"	-1.82
"2148"	"Cercocarpus intricatus"	"Rosaceae"	"Angiosperm"	-2
"2149"	"Cercocarpus ledifolius"	"Rosaceae"	"Angiosperm"	-4.96
"2150"	"Cercocarpus montanus"	"Rosaceae"	"Angiosperm"	-5.51
"2161"	"Chaetocarpus schomburgkianus"	"Peraceae"	"Angiosperm"	-2.445
"2166"	"Chamaecrista xinguensis"	"Leguminosae"	"Angiosperm"	-3.14
"2168"	"Chamaecyparis lawsoniana"	"Cupressaceae"	"Gymnosperm"	-6.81
"2169"	"Chamaecyparis obtusa"	"Cupressaceae"	"Gymnosperm"	-3.71
"2170"	"Chamaecyparis pisifera"	"Cupressaceae"	"Gymnosperm"	-3.46
"2227"	"Choerospondias axillaris"	"Anacardiaceae"	"Angiosperm"	-3.29
"2249"	"Chrysophyllum cainito"	"Sapotaceae"	"Angiosperm"	-2.095
"2251"	"Chrysophyllum flexuosum"	"Sapotaceae"	"Angiosperm"	-1.6
"2253"	"Chrysophyllum gonocarpum"	"Sapotaceae"	"Angiosperm"	-1.49
"2266"	"Chrysophyllum roxburghii"	"Sapotaceae"	"Angiosperm"	-2.86
"2267"	"Chrysophyllum sanguinolentum"	"Sapotaceae"	"Angiosperm"	-4.05
"2271"	"Chrysothamnus parryi"	"Compositae"	"Angiosperm"	-2.695
"2272"	"Chrysothamnus viscidiflorus"	"Compositae"	"Angiosperm"	-1.455
"2276"	"Chusquea ramosissima"	"Poaceae"	"Angiosperm"	-0.705
"2286"	"Cinnamomum bodinieri"	"Lauraceae"	"Angiosperm"	-3.77
"2287"	"Cinnamomum burmanni"	"Lauraceae"	"Angiosperm"	-2.85
"2288"	"Cinnamomum camphora"	"Lauraceae"	"Angiosperm"	-1.175
"2316"	"Cipadessa baccifera"	"Meliaceae"	"Angiosperm"	-2.36
"2320"	"Cistus creticus"	"Cistaceae"	"Angiosperm"	-5.09
"2323"	"Cistus ladanifer"	"Cistaceae"	"Angiosperm"	-6.2
"2326"	"Cistus monspeliensis"	"Cistaceae"	"Angiosperm"	-10.2
"2329"	"Cistus populifolius"	"Cistaceae"	"Angiosperm"	-8.1
"2330"	"Cistus psilosepalus"	"Cistaceae"	"Angiosperm"	-6.6
"2331"	"Cistus salviifolius"	"Cistaceae"	"Angiosperm"	-4.4
"2347"	"Citrus aurantium"	"Rutaceae"	"Angiosperm"	-1.41
"2348"	"Citrus limon"	"Rutaceae"	"Angiosperm"	-0.42
"2351"	"Citrus sinensis"	"Rutaceae"	"Angiosperm"	-0.25
"2373"	"Cleistanthus sumatranus"	"Phyllanthaceae"	"Angiosperm"	-3.13
"2386"	"Clerodendrum fortunatum"	"Lamiaceae"	"Angiosperm"	-1.88
"2391"	"Clerodendrum trichotomum"	"Lamiaceae"	"Angiosperm"	-2.5
"2397"	"Clethra occidentalis"	"Clethraceae"	"Angiosperm"	-3.31
"2410"	"Cliffortia ruscifolia"	"Rosaceae"	"Angiosperm"	-3.99
"2428"	"Clusia stenophylla"	"Clusiaceae"	"Angiosperm"	-1.67
"2429"	"Clusia uvitana"	"Clusiaceae"	"Angiosperm"	-1.295
"2457"	"Cocculus laurifolius"	"Menispermaceae"	"Angiosperm"	-0.64
"2459"	"Cochlospermum gillivraei"	"Bixaceae"	"Angiosperm"	-1.44
"2465"	"Codiaeum variegatum"	"Euphorbiaceae"	"Angiosperm"	-2.21
"2471"	"Coffea arabica"	"Rubiaceae"	"Angiosperm"	-2.33
"2483"	"Coleogyne ramosissima"	"Rosaceae"	"Angiosperm"	-1.29
"2506"	"Comarostaphylis diversifolia"	"Ericaceae"	"Angiosperm"	-5.33
"2507"	"Comarostaphylis polifolia"	"Ericaceae"	"Angiosperm"	-4
"2516"	"Combretum indicum"	"Combretaceae"	"Angiosperm"	-1.08
"2517"	"Combretum latifolium"	"Combretaceae"	"Angiosperm"	-0.93
"2524"	"Combretum wallichii"	"Combretaceae"	"angiosperm"	-1.3
"2583"	"Coprosma dumosa"	"Rubiaceae"	"angiosperm"	-4.19
"2585"	"Coprosma foetidissima"	"Rubiaceae"	"Angiosperm"	-3.51
"2586"	"Coprosma grandifolia"	"Rubiaceae"	"Angiosperm"	-3.72
"2589"	"Coprosma linariifolia"	"Rubiaceae"	"Angiosperm"	-7.61
"2592"	"Coprosma microcarpa"	"Rubiaceae"	"angiosperm"	-4.19
"2598"	"Coprosma pseudocuneata"	"Rubiaceae"	"Angiosperm"	-3.49
"2601"	"Coprosma robusta"	"Rubiaceae"	"Angiosperm"	-3.33
"2602"	"Coprosma rotundifolia"	"Rubiaceae"	"Angiosperm"	-3.95
"2607"	"Cordia alba"	"Boraginaceae"	"Angiosperm"	-2.46
"2608"	"Cordia alliodora"	"Boraginaceae"	"Angiosperm"	-2.93
"2609"	"Cordia americana"	"Boraginaceae"	"Angiosperm"	-1.385
"2615"	"Cordia collococca"	"Boraginaceae"	"Angiosperm"	-2.24
"2616"	"Cordia cymosa"	"Boraginaceae"	"Angiosperm"	-1.2
"2631"	"Cordia lasiocalyx"	"Boraginaceae"	"Angiosperm"	-2.51
"2633"	"Cordia lucidula"	"Boraginaceae"	"Angiosperm"	-0.91
"2639"	"Cordia nodosa"	"Boraginaceae"	"Angiosperm"	-2.34
"2641"	"Cordia panamensis"	"Boraginaceae"	"Angiosperm"	-2.29
"2655"	"Cordia trichotoma"	"Boraginaceae"	"Angiosperm"	-1.85
"2677"	"Cornus florida"	"Cornaceae"	"Angiosperm"	-4.87
"2689"	"Cornus sanguinea"	"Cornaceae"	"Angiosperm"	-6.37
"2703"	"Corylus avellana"	"Betulaceae"	"Angiosperm"	-2.495
"2707"	"Corylus cornuta"	"Betulaceae"	"Angiosperm"	-2.855
"2716"	"Corymbia calophylla"	"Myrtaceae"	"Angiosperm"	-1.5
"2724"	"Corymbia erythrophloia"	"Myrtaceae"	"Angiosperm"	-1.71
"2727"	"Corymbia gummifera"	"Myrtaceae"	"Angiosperm"	-2.81
"2750"	"Cosmibuena valerioi"	"Rubiaceae"	"Angiosperm"	-0.66
"2751"	"Cotinus coggygria"	"Anacardiaceae"	"Angiosperm"	-3.165
